Ticket_ID,Created_Date,Resolution_Date,Status,Priority,Ticket_Type,Category,Country,Cluster_ID,Cluster_Name,Similarity_Score,Similarity_Level,First_Response_Date,Assigned_Agent,Team,SLA_Status,Reopened,Resolution_Code,Department,Customer_ID,Channel,Description,Tags,Product,Customer_Satisfaction,Escalation_Level,Region,Device_Type,Operating_System,Resolution_Notes
TKT000091,2025-11-16,2025-11-18 23:47:00,Closed,Medium,Request,Software,UK,CL001,Software,0.66,Low,2025-11-16 01:47:00,Agent_070,L1,Met,Yes,Escalated,HR,CUST91331,Email,User reported an issue.,network,Office365,2,L1,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT000092,2025-03-28,2025-03-28 03:04:00,Closed,Critical,Request,Network,India,CL001,Software,0.85,High,2025-03-28 02:04:00,Agent_066,L2,Breached,No,Fixed,HR,CUST94587,Chat,User reported an issue.,network,ERP,4,L2,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000093,2026-05-17,2026-05-21 13:38:00,In Progress,Critical,Request,Security,USA,CL003,Network,0.76,Medium,2026-05-17 02:38:00,Agent_087,L1,Met,Yes,Configured,IT,CUST32785,Phone,User reported an issue.,network,VPN,1,L1,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000094,2025-12-29,2026-01-01 23:57:00,Resolved,Medium,Incident,Email,UK,CL003,Software,0.82,Medium,2025-12-29 00:57:00,Agent_012,L1,Breached,No,Escalated,HR,CUST32409,Portal,User reported an issue.,vpn,VPN,5,L3,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000095,2026-04-06,2026-04-06 20:46:00,Resolved,Low,Request,Software,Canada,CL001,Software,0.56,Low,2026-04-06 02:46:00,Agent_075,Security,Breached,No,Fixed,HR,CUST78376,Email,User reported an issue.,vpn,VPN,3,L1,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000096,2026-03-08,2026-03-09 10:52:00,In Progress,Medium,Problem,Software,UK,CL003,Login,0.92,High,2026-03-08 02:52:00,Agent_006,Security,Met,Yes,Escalated,IT,CUST17253,Email,User reported an issue.,vpn,Office365,2,L3,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000097,2026-05-29,2026-06-02 17:27:00,In Progress,Critical,Request,Security,Germany,CL002,Login,0.62,Low,2026-05-29 02:27:00,Agent_025,L1,Breached,No,Configured,Finance,CUST51235,Email,User reported an issue.,network,ERP,4,L2,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000098,2025-05-06,2025-05-06 23:44:00,Closed,Critical,Incident,Hardware,USA,CL003,Network,0.94,High,2025-05-06 00:44:00,Agent_088,Security,Met,Yes,Escalated,Finance,CUST48061,Phone,User reported an issue.,email,VPN,2,L2,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT000099,2026-03-29,2026-04-01 02:12:00,Closed,Medium,Problem,Hardware,UK,CL003,Network,0.75,Medium,2026-03-29 01:12:00,Agent_046,L1,Breached,No,Fixed,HR,CUST17832,Portal,User reported an issue.,email,VPN,2,L3,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT000100,2026-03-07,2026-03-08 00:18:00,Open,Medium,Problem,Email,UK,CL002,Network,0.73,Medium,2026-03-07 02:18:00,Agent_060,L1,Breached,Yes,Escalated,HR,CUST46318,Portal,User reported an issue.,email,Office365,2,L2,NA,Laptop,macOS,Resolved after troubleshooting.
TKT000101,2025-05-02,2025-05-02 06:49:00,In Progress,Medium,Problem,Email,India,CL002,Network,0.66,Low,2025-05-02 01:49:00,Agent_073,Security,Breached,Yes,Configured,Finance,CUST25814,Email,User reported an issue.,email,Office365,3,L1,EMEA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000102,2025-11-20,2025-11-22 03:05:00,Resolved,Low,Request,Network,India,CL002,Software,0.68,Low,2025-11-20 00:05:00,Agent_068,L1,Met,No,Fixed,Finance,CUST61424,Phone,User reported an issue.,vpn,Office365,1,L3,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000103,2025-11-20,2025-11-24 16:59:00,Closed,High,Problem,Security,Germany,CL002,Network,0.85,High,2025-11-20 01:59:00,Agent_069,L1,Breached,Yes,Configured,Finance,CUST48748,Phone,User reported an issue.,network,VPN,4,L3,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000104,2026-03-20,2026-03-21 22:38:00,Open,Medium,Request,Email,India,CL001,Network,0.54,Low,2026-03-20 00:38:00,Agent_012,Security,Breached,Yes,Configured,IT,CUST31227,Phone,User reported an issue.,vpn,ERP,4,L1,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000105,2025-02-14,2025-02-18 12:12:00,Closed,High,Problem,Hardware,USA,CL002,Software,0.7,Medium,2025-02-14 00:12:00,Agent_042,Security,Breached,Yes,Fixed,Finance,CUST28806,Email,User reported an issue.,email,VPN,2,L1,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000106,2025-02-15,2025-02-19 18:53:00,In Progress,Critical,Problem,Email,India,CL001,Software,0.67,Low,2025-02-15 01:53:00,Agent_089,Security,Breached,No,Escalated,HR,CUST87570,Portal,User reported an issue.,vpn,VPN,3,L3,NA,Laptop,macOS,Resolved after troubleshooting.
TKT000107,2025-10-25,2025-10-28 20:53:00,In Progress,Medium,Incident,Network,UK,CL002,Login,0.55,Low,2025-10-25 02:53:00,Agent_060,Security,Breached,Yes,Escalated,HR,CUST55079,Email,User reported an issue.,vpn,Office365,4,L2,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT000108,2025-05-16,2025-05-18 23:19:00,In Progress,Medium,Incident,Network,India,CL002,Software,0.53,Low,2025-05-16 00:19:00,Agent_055,L1,Breached,Yes,Configured,HR,CUST10458,Chat,User reported an issue.,vpn,ERP,1,L2,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000109,2025-08-31,2025-09-03 12:48:00,Closed,Low,Problem,Email,India,CL003,Software,0.51,Low,2025-08-31 01:48:00,Agent_011,L2,Breached,No,Escalated,Finance,CUST50738,Chat,User reported an issue.,vpn,VPN,4,L3,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000110,2025-05-03,2025-05-06 19:43:00,Resolved,High,Request,Network,USA,CL001,Network,0.77,Medium,2025-05-03 01:43:00,Agent_072,L2,Breached,Yes,Configured,Finance,CUST75524,Phone,User reported an issue.,email,ERP,4,L2,NA,Desktop,macOS,Resolved after troubleshooting.
TKT000111,2025-02-01,2025-02-03 23:45:00,Resolved,Low,Problem,Software,Canada,CL003,Software,0.65,Low,2025-02-01 01:45:00,Agent_001,L2,Met,Yes,Escalated,Finance,CUST20972,Email,User reported an issue.,network,VPN,2,L3,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000112,2025-01-01,2025-01-06 01:23:00,Closed,Low,Request,Hardware,USA,CL003,Software,0.69,Low,2025-01-01 02:23:00,Agent_017,L2,Breached,No,Fixed,Finance,CUST41955,Phone,User reported an issue.,vpn,VPN,5,L3,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000113,2026-05-14,2026-05-15 17:51:00,Resolved,Critical,Incident,Software,Canada,CL001,Network,0.62,Low,2026-05-14 02:51:00,Agent_011,Security,Breached,No,Configured,Finance,CUST99453,Phone,User reported an issue.,vpn,ERP,1,L2,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT000114,2026-03-07,2026-03-11 09:54:00,Resolved,High,Request,Security,Germany,CL002,Login,0.57,Low,2026-03-07 02:54:00,Agent_077,Security,Met,No,Fixed,IT,CUST93894,Email,User reported an issue.,email,ERP,1,L2,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT000115,2026-05-26,2026-05-28 17:20:00,In Progress,Low,Incident,Network,USA,CL001,Network,0.64,Low,2026-05-26 02:20:00,Agent_046,Security,Met,Yes,Configured,Finance,CUST26854,Chat,User reported an issue.,vpn,ERP,5,L2,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000116,2026-04-26,2026-04-27 11:21:00,Open,Critical,Request,Network,Canada,CL001,Software,0.6,Low,2026-04-26 02:21:00,Agent_056,L2,Breached,No,Escalated,Finance,CUST77949,Portal,User reported an issue.,email,VPN,3,L2,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000117,2026-03-26,2026-03-27 11:34:00,In Progress,Low,Request,Security,USA,CL002,Login,0.93,High,2026-03-26 00:34:00,Agent_061,Security,Met,No,Escalated,IT,CUST92381,Email,User reported an issue.,network,VPN,2,L1,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000118,2025-10-02,2025-10-02 14:24:00,Open,Low,Problem,Hardware,India,CL002,Network,0.54,Low,2025-10-02 00:24:00,Agent_093,L1,Met,Yes,Escalated,Finance,CUST66781,Phone,User reported an issue.,network,VPN,5,L1,NA,Laptop,macOS,Resolved after troubleshooting.
TKT000119,2025-06-10,2025-06-12 21:47:00,Resolved,Low,Incident,Security,India,CL003,Software,0.65,Low,2025-06-10 00:47:00,Agent_028,Security,Met,Yes,Configured,HR,CUST56614,Portal,User reported an issue.,vpn,VPN,5,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000120,2025-02-11,2025-02-14 21:12:00,Resolved,Low,Request,Security,India,CL002,Software,0.61,Low,2025-02-11 02:12:00,Agent_032,Security,Breached,No,Configured,IT,CUST83271,Phone,User reported an issue.,email,Office365,1,L1,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000121,2026-05-07,2026-05-10 19:03:00,Closed,Critical,Incident,Network,Canada,CL003,Network,0.75,Medium,2026-05-07 02:03:00,Agent_078,Security,Met,No,Fixed,IT,CUST72041,Phone,User reported an issue.,vpn,VPN,4,L2,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT000122,2026-03-26,2026-03-27 14:08:00,Resolved,Critical,Request,Software,Canada,CL001,Login,0.57,Low,2026-03-26 01:08:00,Agent_055,L1,Breached,Yes,Configured,Finance,CUST14456,Email,User reported an issue.,email,VPN,2,L3,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000123,2026-01-31,2026-02-02 08:08:00,Resolved,Low,Request,Software,India,CL002,Login,0.76,Medium,2026-01-31 01:08:00,Agent_080,Security,Breached,No,Fixed,HR,CUST38045,Email,User reported an issue.,network,VPN,3,L1,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000124,2026-03-17,2026-03-17 05:19:00,Resolved,High,Incident,Security,India,CL001,Software,0.94,High,2026-03-17 02:19:00,Agent_025,Security,Breached,Yes,Fixed,HR,CUST27259,Phone,User reported an issue.,vpn,Office365,1,L2,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000125,2025-04-24,2025-04-24 18:47:00,In Progress,Critical,Incident,Software,UK,CL003,Software,0.77,Medium,2025-04-24 02:47:00,Agent_073,L1,Met,Yes,Fixed,IT,CUST31723,Chat,User reported an issue.,network,ERP,2,L1,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000126,2025-12-30,2026-01-03 20:13:00,Open,High,Request,Hardware,Canada,CL001,Network,0.72,Medium,2025-12-30 00:13:00,Agent_036,L1,Breached,No,Fixed,HR,CUST25872,Email,User reported an issue.,network,ERP,1,L2,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT000127,2025-04-17,2025-04-17 19:05:00,Resolved,High,Request,Security,UK,CL002,Software,0.69,Low,2025-04-17 00:05:00,Agent_016,Security,Met,Yes,Fixed,HR,CUST54035,Chat,User reported an issue.,vpn,ERP,2,L2,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT000128,2025-12-28,2026-01-02 00:05:00,In Progress,Low,Incident,Network,Germany,CL003,Login,0.82,Medium,2025-12-28 02:05:00,Agent_043,L2,Breached,Yes,Escalated,HR,CUST57539,Portal,User reported an issue.,vpn,ERP,4,L3,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000129,2025-03-11,2025-03-13 17:57:00,In Progress,Critical,Incident,Security,USA,CL002,Network,0.6,Low,2025-03-11 01:57:00,Agent_008,Security,Met,No,Configured,IT,CUST89468,Portal,User reported an issue.,email,ERP,3,L2,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000130,2025-01-30,2025-02-02 16:12:00,Resolved,Critical,Problem,Email,India,CL001,Network,0.52,Low,2025-01-30 00:12:00,Agent_044,L1,Breached,Yes,Configured,IT,CUST93081,Phone,User reported an issue.,email,VPN,1,L2,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000131,2026-04-24,2026-04-27 11:08:00,In Progress,Critical,Request,Network,Germany,CL002,Software,0.69,Low,2026-04-24 01:08:00,Agent_065,L2,Met,Yes,Configured,HR,CUST43157,Chat,User reported an issue.,vpn,VPN,1,L2,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000132,2025-01-20,2025-01-21 13:38:00,Closed,High,Incident,Email,Canada,CL001,Network,0.9,High,2025-01-20 02:38:00,Agent_059,L1,Breached,Yes,Escalated,Finance,CUST61282,Portal,User reported an issue.,vpn,VPN,5,L3,NA,Mobile,macOS,Resolved after troubleshooting.
TKT000133,2025-05-27,2025-05-31 18:36:00,Resolved,Low,Incident,Security,Germany,CL002,Software,0.83,Medium,2025-05-27 00:36:00,Agent_035,L1,Met,No,Escalated,Finance,CUST53102,Email,User reported an issue.,vpn,VPN,3,L1,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000134,2025-05-13,2025-05-16 12:46:00,Resolved,Low,Incident,Network,USA,CL003,Network,0.84,Medium,2025-05-13 02:46:00,Agent_066,L1,Breached,Yes,Configured,IT,CUST55013,Portal,User reported an issue.,email,Office365,4,L2,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT000135,2025-03-09,2025-03-12 11:43:00,Resolved,Medium,Request,Network,UK,CL001,Network,0.85,High,2025-03-09 00:43:00,Agent_074,Security,Breached,Yes,Escalated,IT,CUST86518,Phone,User reported an issue.,vpn,VPN,4,L3,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000136,2026-01-15,2026-01-16 07:00:00,In Progress,Critical,Incident,Software,UK,CL002,Software,0.88,High,2026-01-15 02:00:00,Agent_049,L1,Breached,Yes,Fixed,IT,CUST25739,Chat,User reported an issue.,vpn,VPN,4,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000137,2025-09-26,2025-09-26 03:42:00,Open,Medium,Request,Software,Germany,CL002,Login,0.59,Low,2025-09-26 02:42:00,Agent_083,L2,Met,No,Escalated,IT,CUST20103,Phone,User reported an issue.,email,Office365,1,L2,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000138,2025-08-09,2025-08-12 11:21:00,Open,Low,Problem,Hardware,Germany,CL002,Software,0.98,High,2025-08-09 02:21:00,Agent_010,L2,Met,No,Escalated,IT,CUST22268,Phone,User reported an issue.,vpn,Office365,1,L2,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000139,2026-04-28,2026-05-02 15:55:00,Open,Low,Problem,Email,UK,CL002,Network,0.97,High,2026-04-28 01:55:00,Agent_053,L1,Breached,No,Configured,Finance,CUST72617,Email,User reported an issue.,vpn,VPN,4,L3,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000140,2025-08-18,2025-08-22 11:47:00,Closed,Medium,Request,Software,Canada,CL002,Login,0.6,Low,2025-08-18 01:47:00,Agent_013,Security,Met,Yes,Configured,HR,CUST62786,Email,User reported an issue.,network,VPN,4,L2,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000141,2026-05-23,2026-05-25 21:46:00,Open,Low,Problem,Email,India,CL002,Software,0.69,Low,2026-05-23 01:46:00,Agent_024,L1,Breached,Yes,Escalated,Finance,CUST49606,Chat,User reported an issue.,network,VPN,5,L1,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000142,2025-10-30,2025-10-30 02:52:00,Open,Critical,Problem,Security,India,CL001,Network,0.71,Medium,2025-10-30 00:52:00,Agent_017,L2,Met,No,Configured,Finance,CUST22798,Portal,User reported an issue.,email,VPN,2,L1,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT000143,2025-01-07,2025-01-09 02:01:00,In Progress,High,Problem,Network,USA,CL002,Software,0.59,Low,2025-01-07 02:01:00,Agent_097,Security,Breached,No,Escalated,Finance,CUST30872,Phone,User reported an issue.,vpn,Office365,4,L1,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000144,2025-06-23,2025-06-27 14:14:00,Closed,Medium,Incident,Network,Canada,CL002,Software,0.91,High,2025-06-23 02:14:00,Agent_002,L1,Met,Yes,Fixed,IT,CUST77896,Chat,User reported an issue.,vpn,VPN,1,L1,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000145,2025-03-13,2025-03-13 22:27:00,Closed,Low,Problem,Hardware,India,CL003,Login,0.59,Low,2025-03-13 00:27:00,Agent_052,Security,Met,Yes,Fixed,HR,CUST50750,Email,User reported an issue.,email,ERP,4,L2,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000146,2026-05-22,2026-05-22 15:30:00,In Progress,High,Request,Software,UK,CL002,Network,0.52,Low,2026-05-22 00:30:00,Agent_019,L2,Met,Yes,Configured,IT,CUST94903,Phone,User reported an issue.,vpn,VPN,3,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000147,2025-11-26,2025-11-29 02:09:00,Closed,Low,Problem,Software,Germany,CL002,Software,0.84,Medium,2025-11-26 01:09:00,Agent_087,Security,Met,Yes,Configured,HR,CUST15362,Phone,User reported an issue.,network,VPN,3,L2,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000148,2025-09-21,2025-09-22 01:38:00,Resolved,Low,Problem,Hardware,Canada,CL001,Login,0.94,High,2025-09-21 02:38:00,Agent_089,Security,Breached,Yes,Configured,Finance,CUST49355,Phone,User reported an issue.,network,VPN,5,L2,NA,Mobile,macOS,Resolved after troubleshooting.
TKT000149,2025-08-03,2025-08-03 21:09:00,In Progress,High,Problem,Network,USA,CL002,Login,0.73,Medium,2025-08-03 02:09:00,Agent_016,Security,Met,No,Fixed,HR,CUST14451,Chat,User reported an issue.,vpn,VPN,5,L1,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000150,2026-04-14,2026-04-14 10:12:00,Closed,Medium,Request,Email,Canada,CL001,Network,0.66,Low,2026-04-14 02:12:00,Agent_058,L1,Breached,No,Fixed,HR,CUST12087,Chat,User reported an issue.,vpn,VPN,2,L1,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT000151,2025-07-22,2025-07-26 19:33:00,In Progress,Medium,Incident,Network,Canada,CL003,Software,0.61,Low,2025-07-22 01:33:00,Agent_011,Security,Met,Yes,Fixed,IT,CUST12570,Email,User reported an issue.,vpn,VPN,2,L3,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000152,2026-04-17,2026-04-18 01:26:00,Resolved,Low,Incident,Software,USA,CL003,Network,0.83,Medium,2026-04-17 01:26:00,Agent_009,L2,Breached,Yes,Fixed,IT,CUST30563,Email,User reported an issue.,email,ERP,5,L1,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT000153,2025-07-07,2025-07-09 09:44:00,Closed,High,Incident,Security,Germany,CL001,Login,0.62,Low,2025-07-07 01:44:00,Agent_041,L2,Breached,Yes,Configured,IT,CUST46943,Portal,User reported an issue.,network,ERP,1,L3,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000154,2025-12-21,2025-12-24 01:29:00,Resolved,Low,Incident,Email,UK,CL003,Login,0.96,High,2025-12-21 00:29:00,Agent_080,L2,Met,No,Configured,Finance,CUST30484,Chat,User reported an issue.,vpn,ERP,1,L3,NA,Desktop,macOS,Resolved after troubleshooting.
TKT000155,2026-05-14,2026-05-17 02:38:00,Resolved,Medium,Request,Hardware,India,CL001,Software,0.77,Medium,2026-05-14 00:38:00,Agent_023,L2,Met,Yes,Fixed,HR,CUST90739,Chat,User reported an issue.,network,VPN,4,L1,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000156,2025-04-16,2025-04-20 03:17:00,Closed,High,Incident,Security,Germany,CL003,Software,0.87,High,2025-04-16 00:17:00,Agent_054,L2,Met,Yes,Fixed,HR,CUST44236,Phone,User reported an issue.,vpn,ERP,4,L3,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT000157,2025-06-01,2025-06-03 19:37:00,Open,Low,Problem,Network,Germany,CL002,Software,0.96,High,2025-06-01 02:37:00,Agent_019,L1,Met,Yes,Configured,HR,CUST39985,Portal,User reported an issue.,network,VPN,5,L1,EMEA,Desktop,macOS,Resolved after troubleshooting.
TKT000158,2025-03-20,2025-03-21 20:05:00,Resolved,Critical,Incident,Hardware,Germany,CL003,Login,0.66,Low,2025-03-20 01:05:00,Agent_084,Security,Breached,Yes,Configured,Finance,CUST79759,Portal,User reported an issue.,vpn,ERP,2,L2,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT000159,2026-06-10,2026-06-11 21:14:00,Resolved,Critical,Incident,Security,Canada,CL001,Login,0.6,Low,2026-06-10 01:14:00,Agent_069,L2,Breached,Yes,Configured,IT,CUST52617,Email,User reported an issue.,vpn,Office365,4,L1,NA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000160,2025-10-17,2025-10-19 07:59:00,Closed,Critical,Problem,Security,USA,CL001,Software,0.79,Medium,2025-10-17 00:59:00,Agent_100,Security,Met,Yes,Configured,IT,CUST32809,Email,User reported an issue.,email,ERP,1,L2,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT000161,2026-05-31,2026-05-31 08:56:00,Open,Critical,Problem,Network,Canada,CL002,Software,0.64,Low,2026-05-31 00:56:00,Agent_061,Security,Met,No,Fixed,Finance,CUST52253,Email,User reported an issue.,network,Office365,5,L2,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000162,2025-03-12,2025-03-16 05:34:00,In Progress,High,Problem,Hardware,USA,CL002,Network,0.5,Low,2025-03-12 01:34:00,Agent_089,L2,Breached,No,Escalated,HR,CUST97961,Phone,User reported an issue.,vpn,ERP,2,L2,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000163,2025-11-06,2025-11-06 13:43:00,Open,Critical,Request,Email,USA,CL002,Login,0.87,High,2025-11-06 00:43:00,Agent_025,Security,Met,No,Configured,IT,CUST52368,Email,User reported an issue.,vpn,VPN,5,L3,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000164,2025-10-05,2025-10-06 04:59:00,Open,Critical,Request,Network,Germany,CL002,Network,0.91,High,2025-10-05 02:59:00,Agent_044,Security,Met,No,Fixed,Finance,CUST79608,Chat,User reported an issue.,email,VPN,5,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000165,2026-06-06,2026-06-10 01:22:00,In Progress,Critical,Problem,Hardware,UK,CL001,Software,0.73,Medium,2026-06-06 01:22:00,Agent_015,L1,Breached,Yes,Configured,Finance,CUST76896,Chat,User reported an issue.,vpn,Office365,2,L2,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000166,2026-03-27,2026-04-01 02:01:00,In Progress,Medium,Request,Security,USA,CL002,Software,0.79,Medium,2026-03-27 02:01:00,Agent_050,L1,Met,No,Escalated,HR,CUST55662,Portal,User reported an issue.,vpn,VPN,4,L1,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000167,2026-05-18,2026-05-22 22:24:00,In Progress,Critical,Problem,Email,USA,CL003,Network,0.51,Low,2026-05-18 02:24:00,Agent_003,L2,Breached,Yes,Configured,HR,CUST13881,Phone,User reported an issue.,network,ERP,3,L1,NA,Mobile,Ubuntu,Resolved after troubleshooting.
